id,text,platform,topic,time_of_day,text_length,has_emoji,word_count,contains_punctuation_emphasis,emotion
299,Attached is the updated version of the report.,review,tech,morning,46,False,8,False,neutral
300,The server is responding slowly and we have a demo in 20 minutes.,chat,tech,evening,65,False,13,False,anxiety
301,The update broke the one feature I actually used.,support_ticket,finance,night,49,False,9,False,frustration
302,Got a handwritten thank you note from a customer. Framed it.,review,finance,night,60,False,11,False,joy
303,Got the feedback. A lot of it was fair. Still hard to read.,support_ticket,tech,afternoon,59,False,13,False,disappointment
304,My order shows delivered but there is nothing at my door.,review,work,morning,57,False,11,False,frustration
305,Had to repeat my account details to three different agents today.,chat,finance,morning,65,False,11,False,frustration
306,I followed the instructions exactly. It still doesn't work. What am I missing.,twitter,personal,morning,78,False,13,False,frustration
307,The sequel didn't capture anything that made the original special.,chat,work,afternoon,66,False,10,False,disappointment
308,The new version is available for download from the usual location.,chat,social,morning,66,False,11,False,neutral
309,The sequel didn't capture anything that made the original special.,chat,tech,evening,66,False,10,False,disappointment
310,Paid for priority support. Currently waiting 6 hours for a response.,chat,work,afternoon,68,False,11,False,frustration
311,Our product just hit the front page. This is it.,twitter,customer_service,night,48,False,10,False,excitement
312,My mentor is leaving the company. Genuinely one of the best people here.,twitter,personal,night,72,False,13,False,disappointment
313,The new location doesn't have the same feel as the original at all.,support_ticket,social,morning,67,False,13,False,disappointment
314,Finally got accepted to the program I applied to three times.,twitter,health,afternoon,61,False,11,False,excitement
315,My student passed her board exams. I taught her everything she used today.,review,personal,afternoon,74,False,13,False,pride
316,Oh you moved the settings menu again. Fun surprise.,twitter,work,afternoon,51,False,9,False,sarcasm
317,The beta just went live. Watching signups come in real time. Insane.,review,social,night,68,False,12,False,excitement
318,Let me know if you need anything else from my end.,support_ticket,product_feedback,evening,50,False,11,False,neutral
319,Our product just hit the front page. This is it.,support_ticket,customer_service,night,48,False,10,False,excitement
320,The trailer dropped and I've watched it four times already.,chat,social,evening,59,False,10,False,excitement
321,We hit a goal everyone said was unrealistic. Feels good to be unrealistic.,review,health,evening,74,False,13,False,pride
322,Company retreat next week. First time the whole team meets in person..,support_ticket,finance,night,70,False,12,False,excitement
323,Expected a lot more based on the reviews. It's fine. Just fine.,twitter,social,afternoon,63,False,12,False,disappointment
324,My parents watched me give the keynote. Worth every practice run. Honestly.,review,health,night,75,False,12,False,pride
325,My doctor said the results would be in by now. They're not.,twitter,social,night,59,False,12,False,anxiety
326,My order shows delivered but there is nothing at my door.,review,health,morning,57,False,11,False,frustration
327,Three years of night classes and I finally have the degree.,review,product_feedback,afternoon,59,False,11,False,pride
328,The office will be closed on Friday for the public holiday.,review,personal,evening,59,False,11,False,neutral
329,Another terms and conditions update. Can't wait to not read it.,review,social,night,63,False,11,False,sarcasm
330,My kid stood up for someone being bullied today. Without being asked.,chat,social,morning,69,False,12,False,pride
331,The website logged me out in the middle of completing a form. Lost everything.,support_ticket,work,morning,78,False,14,False,frustration
332,First run in weeks and I feel like a new person.,support_ticket,work,afternoon,48,False,11,False,joy
333,Confirming receipt of your message. We'll follow up shortly.,twitter,social,evening,60,False,9,False,neutral
334,It's raining outside and I have nowhere to be. Perfect day. Not sure what to think.,review,social,night,83,False,16,False,joy
335,Asked for a supervisor. Was put back in the queue. Unbelievable.,support_ticket,customer_service,night,64,False,11,False,frustration
336,The new version is available for download from the usual location.,support_ticket,finance,night,66,False,11,False,neutral
337,Please find the invoice attached for your records.,chat,social,evening,50,False,8,False,neutral
338,I followed the instructions exactly. It still doesn't work. What am I missing.,support_ticket,tech,afternoon,78,False,13,False,frustration
339,My mom called just to say she's proud of me. I didn't realize I needed that.,chat,health,night,76,False,16,False,joy
340,Love being told to clear my cache. Never heard that one before. Honestly.,support_ticket,personal,morning,73,False,13,False,sarcasm
341,Random act of kindness from a stranger today. Restored my faith. Not sure what to think.,chat,customer_service,morning,88,False,16,False,joy
342,We didn't make it to the finals. The team gave everything. Still hurts.,chat,product_feedback,evening,71,False,13,False,disappointment
343,Your account has been created. You can log in with the email provided.,twitter,product_feedback,evening,70,False,13,False,neutral
344,Please find the invoice attached for your records.,chat,product_feedback,night,50,False,8,False,neutral
345,The upgrade honestly isn't worth it at this price.,review,social,night,50,False,9,False,disappointment
346,Saw an old friend today completely by accident. Made my whole week.,chat,product_feedback,evening,67,False,12,False,joy
347,Asked for a supervisor. Was put back in the queue. Unbelievable.,support_ticket,customer_service,evening,64,False,11,False,frustration
348,"Oh wonderful, the app needs an update to do the thing it did yesterday.",review,personal,night,71,False,14,False,sarcasm
349,My favorite is when the loading spinner just spins forever. Very zen..,twitter,finance,morning,70,False,12,False,sarcasm
350,Had to repeat my account details to three different agents today. Honestly.,chat,social,evening,75,False,12,False,frustration
351,Your account has been created. You can log in with the email provided.,review,health,afternoon,70,False,13,False,neutral
352,"Yes, a survey right now makes perfect sense. Love the timing.",review,work,evening,61,False,11,False,sarcasm
353,My article got cited in a research paper. Still processing that.,review,finance,afternoon,64,False,11,False,pride
354,Expected a lot more based on the reviews. It's fine. Just fine. Really.,twitter,product_feedback,night,71,False,13,False,disappointment
355,My order arrived a day early and everything was perfect.,review,personal,night,56,False,10,False,joy
356,My team pulled off something we were told was impossible. Incredible.,twitter,social,afternoon,69,False,11,False,joy
357,Got a handwritten thank you note from a customer. Framed it.,twitter,work,evening,60,False,11,False,joy
358,Paid for priority support. Currently waiting 6 hours for a response.,chat,product_feedback,evening,68,False,11,False,frustration
359,Three separate apps for three things that used to be one. Progress.,support_ticket,tech,evening,67,False,12,False,sarcasm
360,Deadline is in four hours and I'm still not confident this is ready.,chat,tech,night,68,False,13,False,anxiety
361,Replied to this exact email three times now. Does anyone actually read these?,review,customer_service,afternoon,77,False,13,True,frustration
362,The client said it was the best work they've received in years.,review,personal,night,63,False,12,False,pride
363,The meeting got moved to Monday with no explanation. That's never good.,review,product_feedback,night,71,False,12,False,anxiety
364,We've updated our privacy policy. You can view it on our website.,twitter,tech,evening,65,False,12,False,neutral
365,Your account has been created. You can log in with the email provided.,chat,customer_service,night,70,False,13,False,neutral
366,Haven't checked the markets today. Probably shouldn't.,support_ticket,product_feedback,afternoon,54,False,7,False,anxiety
